iter	Passed	Remaining
1664	333913	267732
1665	334120	267537
1666	334368	267374
1667	334568	267173
1668	334753	266960
1669	334961	266765
1670	335154	266559
1671	335362	266364
1672	335558	266159
1673	335765	265964
1674	335969	265767
1675	336178	265572
1676	336386	265378
1677	336601	265189
1678	336802	264988
1679	337007	264791
1680	337183	264571
1681	337384	264371
1682	337572	264160
1683	337763	263952
1684	337962	263751
1685	338167	263554
1686	338376	263359
1687	338572	263155
1688	338764	262948
1689	338944	262732
1690	339138	262526
1691	339343	262329
1692	339551	262134
1693	339747	261930
1694	339964	261742
1695	340173	261548
1696	340386	261357
1697	340595	261163
1698	340801	260966
1699	340998	260763
1700	341186	260553
1701	341394	260358
1702	341582	260148
1703	341790	259953
1704	341991	259752
1705	342198	259557
1706	342386	259347
1707	342586	259146
1708	342791	258948
1709	342982	258741
1710	343189	258545
1711	343378	258336
1712	343584	258139
1713	343789	257942
1714	343972	257728
1715	344203	257550
1716	344398	257346
1717	344604	257149
1718	344815	256957
1719	345019	256758
1720	345222	256559
1721	345400	256342
1722	345606	256145
1723	345813	255950
1724	346006	255743
1725	346200	255538
1726	346411	255345
1727	346612	255144
1728	346814	254945
1729	347006	254738
1730	347212	254542
1731	347421	254348
1732	347608	254137
1733	347799	253929
1734	347999	253728
1735	348200	253528
1736	348397	253325
1737	348587	253116
1738	348816	252936
1739	349024	252741
1740	349223	252540
1741	349436	252348
1742	349637	252148
1743	349836	251946
1744	350027	251739
1745	350231	251541
1746	350425	251335
1747	350622	251132
1748	350830	250936
1749	351020	250729
1750	351226	250531
1751	351431	250334
1752	351625	250129
1753	351778	249895
1754	351979	249695
1755	352209	249515
1756	352403	249309
1757	352625	249124
1758	352824	248923
1759	353021	248719
1760	353222	248519
1761	353457	248343
1762	353660	248143
1763	353874	247953
1764	354078	247754
1765	354275	247551
1766	354486	247358
1767	354692	247161
1768	354893	246960
1769	355087	246755
1770	355291	246557
1771	355488	246354
1772	355689	246153
1773	355875	245943
1774	356065	245735
1775	356258	245529
1776	356476	245340
1777	356702	245157
1778	356903	244957
1779	357114	244764
1780	357314	244562
1781	357504	244355
1782	357698	244149
1783	357888	243942
1784	358081	243736
1785	358322	243563
1786	358520	243360
1787	358724	243161
1788	358922	242960
1789	359121	242758
1790	359272	242523
1791	359483	242330
1792	359692	242135
1793	359887	241931
1794	360079	241724
1795	360280	241524
1796	360464	241312
1797	360664	241111
1798	360864	240910
1799	361069	240713
1800	361259	240505
1801	361468	240310
1802	361656	240101
1803	361849	239895
1804	362010	239668
1805	362206	239465
1806	362414	239269
1807	362620	239072
1808	362815	238868
1809	363007	238662
1810	363215	238466
1811	363413	238264
1812	363617	238065
1813	363819	237866
1814	364020	237666
1815	364225	237468
1816	364434	237273
1817	364637	237074
1818	364841	236876
1819	365040	236674
1820	365232	236468
1821	365431	236267
1822	365621	236059
1823	365815	235854
1824	366005	235647
1825	366197	235441
1826	366395	235239
1827	366589	235034
1828	366780	234827
1829	366948	234606
1830	367144	234403
1831	367342	234200
1832	367536	233996
1833	367718	233784
1834	367902	233573
1835	368086	233362
1836	368267	233149
1837	368420	232918
1838	368621	232718
1839	368810	232510
1840	368994	232300
1841	369183	232092
1842	369368	231882
1843	369586	231693
1844	369786	231492
1845	369988	231292
1846	370179	231086
1847	370405	230902
1848	370612	230705
1849	370803	230499
1850	371005	230299
1851	371211	230102
1852	371407	229900
1853	371608	229699
1854	371788	229486
1855	371969	229274
1856	372157	229066
1857	372336	228852
1858	372538	228653
1859	372733	228449
1860	372927	228245
1861	373108	228032
1862	373304	227829
1863	373478	227613
1864	373668	227407
1865	373869	227206
1866	374073	227008
1867	374278	226811
1868	374457	226598
1869	374658	226398
1870	374837	226184
1871	375037	225984
1872	375243	225787
1873	375431	225579
1874	375633	225380
1875	375828	225176
1876	376027	224975
1877	376218	224769
1878	376415	224567
1879	376610	224363
1880	376806	224160
1881	376995	223953
1882	377189	223749
1883	377376	223541
1884	377572	223338
1885	377741	223119
1886	377940	222919
1887	378131	222713
1888	378353	222525
1889	378558	222327
1890	378748	222121
1891	378944	221918
1892	379155	221725
1893	379365	221530
1894	379597	221348
1895	379780	221138
1896	379987	220941
1897	380179	220736
1898	380377	220534
1899	380574	220332
1900	380754	220120
1901	380951	219918
1902	381149	219716
1903	381337	219509
1904	381537	219308
1905	381730	219104
1906	381897	218885
1907	382083	218676
1908	382287	218478
1909	382481	218274
1910	382673	218069
1911	382858	217860
1912	383057	217660
1913	383256	217459
1914	383457	217259
1915	383659	217059
1916	383858	216858
1917	384064	216661
1918	384261	216459
1919	384459	216258
1920	384643	216049
1921	384851	215853
1922	385051	215653
1923	385241	215446
1924	385437	215244
1925	385639	215045
1926	385839	214844
1927	386020	214633
1928	386217	214431
1929	386415	214230
1930	386609	214026
1931	386794	213817
1932	386981	213610
1933	387184	213411
1934	387378	213208
1935	387581	213009
1936	387779	212808
1937	387961	212597
1938	388147	212390
1939	388346	212189
1940	388537	211984
1941	388734	211782
1942	388919	211574
1943	389101	211364
1944	389300	211162
1945	389500	210962
1946	389689	210756
1947	389891	210557
1948	390079	210350
1949	390276	210149
1950	390474	209947
1951	390674	209747
1952	390901	209561
1953	391104	209362
1954	391309	209165
1955	391510	208965
1956	391722	208771
1957	391902	208561
1958	392103	208361
1959	392297	208157
1960	392493	207955
1961	392684	207750
1962	392881	207548
1963	393088	207352
1964	393287	207151
1965	393489	206952
1966	393681	206748
1967	393874	206544
1968	394077	206345
1969	394274	206143
1970	394466	205939
1971	394648	205729
1972	394836	205523
1973	395035	205322
1974	395239	205124
1975	395428	204918
1976	395665	204737
1977	395875	204542
1978	396084	204346
1979	396291	204149
1980	396496	203952
1981	396693	203750
1982	396893	203550
1983	397084	203345
1984	397278	203142
1985	397483	202944
1986	397696	202751
1987	397897	202551
1988	398102	202353
1989	398299	202152
1990	398505	201954
1991	398679	201741
1992	398886	201544
1993	399081	201342
1994	399266	201134
1995	399459	200930
1996	399649	200725
1997	399840	200520
1998	400031	200316
1999	400217	200108
2000	400413	199906
2001	400660	199729
2002	400868	199533
2003	401073	199336
2004	401267	199132
2005	401468	198933
2006	401670	198733
2007	401865	198531
2008	402059	198327
2009	402262	198129
2010	402470	197932
2011	402667	197731
2012	402859	197527
2013	403058	197326
2014	403239	197117
2015	403437	196916
2016	403626	196710
2017	403819	196506
2018	404006	196300
2019	404222	196107
2020	404426	195909
2021	404631	195712
2022	404833	195512
2023	405032	195312
2024	405196	195094
2025	405399	194896
2026	405594	194693
2027	405814	194502
2028	405995	194293
2029	406191	194091
2030	406390	193891
2031	406586	193689
2032	406788	193489
2033	406989	193290
2034	407195	193092
2035	407394	192891
2036	407595	192692
2037	407791	192490
2038	407991	192290
2039	408192	192090
2040	408401	191894
2041	408594	191691
2042	408799	191493
2043	409001	191294
2044	409207	191096
2045	409394	190890
2046	409570	190679
2047	409763	190476
2048	409959	190274
2049	410145	190067
2050	410320	189855
2051	410560	189674
2052	410769	189478
2053	410976	189281
2054	411176	189080
2055	411376	188880
2056	411572	188679
2057	411772	188478
2058	411977	188281
2059	412180	188082
2060	412371	187878
2061	412594	187688
2062	412804	187492
2063	413001	187291
2064	413190	187086
2065	413392	186887
2066	413594	186687
2067	413796	186488
2068	413985	186283
2069	414186	186083
2070	414421	185899
2071	414685	185727
2072	414908	185537
2073	415119	185342
2074	415364	185162
2075	415581	184969
2076	415803	184779
2077	415992	184574
2078	416182	184369
2079	416382	184169
2080	416588	183971
2081	416790	183772
2082	416975	183565
2083	417169	183362
2084	417369	183162
2085	417584	182968
2086	417787	182769
2087	417965	182559
2088	418164	182358
2089	418364	182158
2090	418550	181952
2091	418748	181751
2092	418955	181554
2093	419159	181355
2094	419362	181156
2095	419564	180957
2096	419763	180756
2097	419965	180557
2098	420176	180361
2099	420362	180155
2100	420560	179954
2101	420804	179772
2102	421003	179572
2103	421206	179373
2104	421411	179174
2105	421621	178978
2106	421827	178781
2107	422013	178574
2108	422218	178376
2109	422420	178177
2110	422624	177978
2111	422823	177778
2112	423030	177580
2113	423224	177377
2114	423411	177172
2115	423615	176973
2116	423809	176770
2117	424005	176568
2118	424197	176365
2119	424400	176166
2120	424604	175967
2121	424808	175768
2122	425005	175567
2123	425224	175375
2124	425425	175175
2125	425624	174974
2126	425833	174777
2127	426064	174590
2128	426270	174392
2129	426479	174195
2130	426680	173995
2131	426889	173799
2132	427091	173599
2133	427295	173401
2134	427498	173201
2135	427697	173001
2136	427879	172793
2137	428088	172597
2138	428274	172391
2139	428469	172188
2140	428660	171984
2141	428861	171784
2142	429059	171583
2143	429243	171377
2144	429455	171181
2145	429688	170994
2146	429909	170802
2147	430125	170608
2148	430315	170404
2149	430513	170202
2150	430712	170002
2151	430899	169796
2152	431090	169592
2153	431278	169388
2154	431479	169187
2155	431673	168985
2156	431907	168798
2157	432101	168595
2158	432311	168399
2159	432515	168200
2160	432723	168003
2161	432912	167798
2162	433121	167601
2163	433328	167404
2164	433543	167209
2165	433743	167009
2166	433935	166805
2167	434133	166604
2168	434339	166406
2169	434536	166205
2170	434736	166004
2171	434931	165802
2172	435130	165602
2173	435332	165402
2174	435533	165202
2175	435724	164998
2176	435916	164795
2177	436125	164598
2178	436355	164409
2179	436546	164205
2180	436727	163998
2181	436917	163793
2182	437111	163591
2183	437318	163393
2184	437508	163189
2185	437700	162986
2186	437938	162800
2187	438143	162601
2188	438329	162396
2189	438527	162195
2190	438746	162001
2191	438933	161796
2192	439128	161594
2193	439325	161392
2194	439570	161209
2195	439744	160999
2196	439939	160797
2197	440143	160598
2198	440345	160398
2199	440550	160200
2200	440732	159993
2201	440942	159796
2202	441150	159598
2203	441361	159402
2204	441574	159207
2205	441784	159010
2206	441976	158807
2207	442206	158617
2208	442416	158420
2209	442613	158219
2210	442811	158018
2211	442996	157812
2212	443189	157609
2213	443407	157415
2214	443655	157232
2215	443871	157037
2216	444076	156838
2217	444281	156640
2218	444484	156440
2219	444698	156245
2220	444913	156050
2221	445126	155854
2222	445348	155661
2223	445560	155465
2224	445777	155270
2225	445995	155076
2226	446214	154882
2227	446412	154681
2228	446600	154476
2229	446805	154278
2230	447014	154080
2231	447232	153886
2232	447446	153690
2233	447660	153494
2234	447861	153294
2235	448081	153101
2236	448290	152903
2237	448486	152701
2238	448692	152503
2239	448884	152299
2240	449091	152101
2241	449288	151900
2242	449486	151699
2243	449714	151507
2244	449905	151304
2245	450117	151108
2246	450337	150914
2247	450543	150715
2248	450744	150515
2249	450949	150316
2250	451152	150117
2251	451334	149910
2252	451531	149708
2253	451765	149519
2254	451957	149316
2255	452152	149114
2256	452360	148916
2257	452535	148707
2258	452741	148508
2259	452944	148309
2260	453125	148102
2261	453329	147903
2262	453533	147703
2263	453738	147504
2264	453940	147305
2265	454143	147105
2266	454348	146906
2267	454551	146707
2268	454749	146505
2269	454958	146308
2270	455158	146107
2271	455358	145907
2272	455565	145708
2273	455781	145513
2274	455998	145318
2275	456191	145115
2276	456377	144910
2277	456575	144709
2278	456778	144509
2279	456976	144308
2280	457186	144110
2281	457385	143910
2282	457588	143710
2283	457804	143514
2284	458001	143313
2285	458197	143111
2286	458400	142911
2287	458578	142704
2288	458784	142505
2289	458994	142308
2290	459194	142107
2291	459384	141903
2292	459594	141706
2293	459803	141508
2294	460012	141311
2295	460217	141111
2296	460414	140910
2297	460634	140715
2298	460838	140516
2299	461027	140312
2300	461212	140107
2301	461394	139901
2302	461587	139698
2303	461780	139496
2304	461989	139298
2305	462182	139095
2306	462387	138896
2307	462579	138693
2308	462783	138494
2309	462985	138294
2310	463191	138095
2311	463393	137895
2312	463604	137698
2313	463803	137497
2314	464039	137307
2315	464257	137112
2316	464465	136914
2317	464691	136721
2318	464874	136515
2319	465096	136321
2320	465311	136125
2321	465531	135930
2322	465737	135731
2323	465949	135534
2324	466151	135334
2325	466358	135135
2326	466580	134941
2327	466795	134745
2328	467005	134547
2329	467215	134349
2330	467406	134146
2331	467611	133946
2332	467871	133763
2333	468111	133574
2334	468330	133378
2335	468554	133184
2336	468770	132988
2337	468984	132791
2338	469185	132591
2339	469393	132392
2340	469605	132195
2341	469817	131998
2342	470034	131802
2343	470244	131604
2344	470467	131409
2345	470692	131215
2346	470908	131019
2347	471112	130820
2348	471312	130619
2349	471511	130418
2350	471739	130225
2351	471941	130024
2352	472134	129821
2353	472336	129621
2354	472540	129421
2355	472740	129221
2356	472945	129021
2357	473145	128820
2358	473353	128622
2359	473553	128421
2360	473771	128225
2361	473961	128021
2362	474164	127821
2363	474360	127619
2364	474570	127421
2365	474776	127222
2366	474975	127021
2367	475168	126818
2368	475343	126611
2369	475530	126406
2370	475725	126204
2371	475923	126003
2372	476121	125802
2373	476319	125600
2374	476507	125396
2375	476695	125192
2376	476896	124992
2377	477127	124799
2378	477329	124599
2379	477521	124396
2380	477720	124195
2381	477915	123993
2382	478115	123792
2383	478322	123593
2384	478561	123402
2385	478773	123204
2386	478978	123005
2387	479169	122802
2388	479373	122602
2389	479565	122399
2390	479774	122201
2391	479968	121998
2392	480175	121799
2393	480373	121598
2394	480580	121399
2395	480781	121198
2396	480985	120998
2397	481184	120797
2398	481387	120597
2399	481581	120395
2400	481819	120204
2401	482027	120005
2402	482223	119803
2403	482420	119601
2404	482622	119401
2405	482817	119199
2406	483028	119001
2407	483231	118801
2408	483434	118600
2409	483632	118399
2410	483840	118200
2411	484038	117999
2412	484232	117797
2413	484434	117596
2414	484629	117394
2415	484827	117193
2416	485021	116991
2417	485213	116788
2418	485424	116590
2419	485613	116386
2420	485820	116187
2421	486013	115984
2422	486208	115782
2423	486396	115579
2424	486580	115374
2425	486788	115175
2426	486985	114974
2427	487179	114772
2428	487377	114570
2429	487581	114371
2430	487785	114171
2431	487974	113967
2432	488184	113769
2433	488382	113568
2434	488579	113366
2435	488787	113167
2436	488972	112963
2437	489157	112759
2438	489361	112559
2439	489557	112357
2440	489743	112153
2441	489942	111952
2442	490167	111757
2443	490400	111564
2444	490632	111370
2445	490877	111180
2446	491118	110988
2447	491363	110797
2448	491607	110606
2449	491829	110410
2450	492104	110226
2451	492340	110033
2452	492595	109844
2453	492845	109655
2454	493105	109467
2455	493338	109273
2456	493600	109086
2457	493841	108894
2458	494084	108702
2459	494336	108512
2460	494585	108322
2461	494826	108130
2462	495052	107934
2463	495299	107743
2464	495535	107550
2465	495774	107357
2466	496004	107162
2467	496232	106967
2468	496457	106771
2469	496684	106576
2470	496921	106382
2471	497160	106189
2472	497391	105994
2473	497603	105796
2474	497832	105600
2475	498069	105407
2476	498286	105209
2477	498515	105014
2478	498731	104816
2479	498964	104621
2480	499189	104425
2481	499417	104229
2482	499687	104042
2483	499917	103847
2484	500146	103652
2485	500369	103455
2486	500600	103260
2487	500835	103065
2488	501069	102871
2489	501319	102679
2490	501546	102483
2491	501758	102284
2492	501982	102087
2493	502213	101892
2494	502427	101693
2495	502644	101495
2496	502865	101298
2497	503069	101097
2498	503308	100903
2499	503544	100708
2500	503767	100511
2501	504002	100317
2502	504216	100118
2503	504435	99920
2504	504648	99720
2505	504886	99526
2506	505106	99328
2507	505324	99130
2508	505545	98932
2509	505760	98734
2510	505979	98536
2511	506209	98339
2512	506436	98143
2513	506689	97951
2514	506911	97754
2515	507136	97557
2516	507346	97357
2517	507589	97163
2518	507813	96966
2519	508028	96767
2520	508258	96571
2521	508472	96371
2522	508684	96172
2523	508903	95973
2524	509120	95775
2525	509340	95576
2526	509566	95379
2527	509782	95180
2528	509997	94981
2529	510218	94783
2530	510442	94586
2531	510671	94389
2532	510893	94191
2533	511110	93992
2534	511306	93789
2535	511516	93589
2536	511730	93390
2537	511950	93191
2538	512169	92993
2539	512389	92795
2540	512615	92597
2541	512842	92400
2542	513078	92204
2543	513290	92004
2544	513509	91806
2545	513730	91607
2546	513941	91407
2547	514187	91213
2548	514403	91014
2549	514617	90814
2550	514839	90616
2551	515047	90415
2552	515270	90217
2553	515492	90019
2554	515707	89819
2555	515940	89623
2556	516164	89425
2557	516374	89224
2558	516584	89024
2559	516791	88823
2560	517000	88622
2561	517217	88423
2562	517428	88223
2563	517635	88022
2564	517844	87821
2565	518068	87623
2566	518281	87423
2567	518501	87224
2568	518726	87026
2569	518929	86824
2570	519143	86624
2571	519362	86425
2572	519569	86224
2573	519778	86024
2574	520016	85828
2575	520235	85628
2576	520477	85433
2577	520695	85234
2578	520911	85034
2579	521123	84834
2580	521338	84634
2581	521538	84431
2582	521739	84229
2583	521962	84031
2584	522164	83829
2585	522376	83628
2586	522590	83428
2587	522806	83228
2588	523017	83028
2589	523237	82829
2590	523459	82630
2591	523657	82427
2592	523867	82226
2593	524102	82029
2594	524324	81830
2595	524536	81630
2596	524758	81431
2597	524979	81232
2598	525196	81032
2599	525403	80831
2600	525613	80630
2601	525841	80432
2602	526075	80235
2603	526285	80034
2604	526503	79834
2605	526714	79633
2606	526925	79432
2607	527136	79232
2608	527365	79034
2609	527579	78833
2610	527779	78631
2611	527994	78430
2612	528209	78230
2613	528431	78031
2614	528639	77830
2615	528858	77630
2616	529064	77429
2617	529302	77232
2618	529509	77030
2619	529712	76828
2620	529906	76625
2621	530098	76421
2622	530288	76217
2623	530487	76014
2624	530686	75812
2625	530872	75607
2626	531069	75404
2627	531255	75200
2628	531456	74998
2629	531647	74794
2630	531834	74590
2631	532025	74386
2632	532254	74188
2633	532446	73984
2634	532634	73780
2635	532812	73575
2636	533010	73372
2637	533199	73168
2638	533383	72963
2639	533574	72760
2640	533754	72555
2641	533955	72352
2642	534141	72148
2643	534339	71945
2644	534531	71742
2645	534714	71537
2646	534911	71335
2647	535117	71133
2648	535337	70933
2649	535536	70731
2650	535736	70528
2651	535935	70326
2652	536130	70123
2653	536334	69921
2654	536557	69722
2655	536770	69521
2656	536968	69318
2657	537160	69115
2658	537361	68913
2659	537556	68710
2660	537750	68507
2661	537991	68309
2662	538198	68108
2663	538394	67905
2664	538613	67705
2665	538811	67503
2666	539035	67303
2667	539234	67101
2668	539434	66898
2669	539634	66696
2670	539822	66492
2671	540014	66289
2672	540208	66086
2673	540408	65883
2674	540598	65680
2675	540773	65474
2676	540971	65272
2677	541137	65065
2678	541324	64861
2679	541526	64659
2680	541722	64457
2681	541919	64254
2682	542116	64051
2683	542296	63847
2684	542479	63642
2685	542658	63438
2686	542848	63234
2687	543047	63032
2688	543242	62829
2689	543441	62627
2690	543638	62424
2691	543826	62220
2692	544037	62019
2693	544232	61817
2694	544448	61616
2695	544632	61412
2696	544824	61209
2697	545014	61006
2698	545210	60803
2699	545398	60599
2700	545594	60397
2701	545783	60193
2702	546006	59994
2703	546206	59791
2704	546411	59590
2705	546607	59387
2706	546805	59185
2707	546996	58981
2708	547196	58779
2709	547397	58577
2710	547582	58373
2711	547767	58170
2712	547958	57966
2713	548147	57763
2714	548340	57560
2715	548532	57357
2716	548740	57156
2717	548941	56954
2718	549138	56751
2719	549331	56548
2720	549527	56346
2721	549723	56143
2722	549913	55940
2723	550110	55738
2724	550308	55535
2725	550501	55332
2726	550678	55128
2727	550869	54925
2728	551066	54722
2729	551254	54519
2730	551443	54316
2731	551639	54113
2732	551844	53912
2733	552043	53710
2734	552239	53507
2735	552435	53305
2736	552639	53103
2737	552832	52900
2738	553054	52700
2739	553267	52499
2740	553448	52295
2741	553649	52093
2742	553847	51891
2743	554045	51689
2744	554245	51487
2745	554432	51283
2746	554620	51080
2747	554821	50878
2748	555021	50676
2749	555214	50474
2750	555428	50273
2751	555635	50071
2752	555836	49869
2753	556035	49667
2754	556236	49465
2755	556423	49262
2756	556606	49058
2757	556809	48857
2758	557001	48654
2759	557206	48452
2760	557408	48250
2761	557621	48049
2762	557827	47848
2763	558032	47646
2764	558227	47444
2765	558425	47242
2766	558621	47039
2767	558820	46837
2768	559005	46634
2769	559208	46432
2770	559395	46229
2771	559623	46029
2772	559824	45827
2773	560024	45625
2774	560200	45421
2775	560394	45219
2776	560588	45016
2777	560796	44815
2778	560994	44613
2779	561192	44410
2780	561381	44208
2781	561573	44005
2782	561773	43803
2783	561968	43601
2784	562178	43399
2785	562376	43197
2786	562583	42996
2787	562780	42793
2788	562960	42590
2789	563176	42389
2790	563386	42188
2791	563634	41989
2792	563842	41788
2793	564059	41587
2794	564288	41387
2795	564504	41187
2796	564712	40985
2797	564923	40784
2798	565139	40583
2799	565355	40382
2800	565570	40181
2801	565780	39980
2802	565997	39779
2803	566206	39577
2804	566393	39374
2805	566602	39173
2806	566795	38970
2807	566991	38768
2808	567226	38568
2809	567441	38367
2810	567674	38168
2811	567880	37966
2812	568073	37763
2813	568270	37561
2814	568487	37360
2815	568675	37157
2816	568868	36955
2817	569063	36752
2818	569256	36550
2819	569444	36347
2820	569646	36145
2821	569839	35943
2822	570045	35741
2823	570251	35539
2824	570462	35338
2825	570659	35136
2826	570852	34933
2827	571046	34731
2828	571234	34528
2829	571427	34326
2830	571621	34123
2831	571817	33921
2832	572016	33719
2833	572206	33516
2834	572395	33314
2835	572598	33112
2836	572806	32910
2837	572987	32707
2838	573175	32504
2839	573383	32303
2840	573570	32100
2841	573777	31898
2842	573975	31696
2843	574173	31494
2844	574368	31292
2845	574556	31089
2846	574754	30887
2847	574968	30686
2848	575154	30483
2849	575333	30280
2850	575533	30078
2851	575743	29877
2852	575942	29675
2853	576153	29473
2854	576379	29273
2855	576587	29071
2856	576791	28869
2857	577008	28668
2858	577221	28467
2859	577417	28265
2860	577613	28063
2861	577823	27861
2862	578021	27659
2863	578212	27457
2864	578418	27255
2865	578621	27053
2866	578807	26850
2867	578994	26648
2868	579174	26445
2869	579365	26243
2870	579563	26040
2871	579752	25838
2872	579950	25636
2873	580139	25434
2874	580311	25230
2875	580510	25028
2876	580725	24827
2877	580919	24625
2878	581135	24424
2879	581336	24222
2880	581539	24020
2881	581734	23818
2882	581948	23617
2883	582165	23415
2884	582376	23214
2885	582572	23012
2886	582791	22811
2887	582997	22609
2888	583204	22407
2889	583406	22205
2890	583600	22003
2891	583823	21802
2892	584023	21600
2893	584225	21398
2894	584434	21197
2895	584641	20995
2896	584847	20793
2897	585053	20591
2898	585261	20390
2899	585463	20188
2900	585661	19986
2901	585872	19784
2902	586066	19582
2903	586263	19380
2904	586468	19178
2905	586667	18976
2906	586873	18775
2907	587076	18573
2908	587271	18371
2909	587467	18169
2910	587666	17967
2911	587866	17765
2912	588059	17563
2913	588266	17361
2914	588469	17159
2915	588661	16957
2916	588869	16755
2917	589067	16553
2918	589272	16351
2919	589473	16149
2920	589679	15948
2921	589871	15746
2922	590068	15544
2923	590262	15341
2924	590454	15139
2925	590658	14938
2926	590858	14736
2927	591056	14534
2928	591263	14332
2929	591499	14131
2930	591705	13929
2931	591910	13727
2932	592118	13526
2933	592321	13324
2934	592524	13122
2935	592720	12920
2936	592918	12718
2937	593108	12516
2938	593310	12314
2939	593511	12112
2940	593710	11910
2941	593894	11708
2942	594092	11506
2943	594301	11304
2944	594500	11102
2945	594698	10900
2946	594897	10698
2947	595097	10496
2948	595310	10295
2949	595518	10093
2950	595719	9891
2951	595920	9689
2952	596131	9488
2953	596338	9286
2954	596543	9084
2955	596744	8882
2956	596943	8680
2957	597142	8478
2958	597339	8276
2959	597579	8075
2960	597792	7873
2961	597992	7671
2962	598192	7469
2963	598391	7267
2964	598593	7066
2965	598792	6864
2966	599026	6662
2967	599235	6460
2968	599439	6258
2969	599648	6057
2970	599848	5855
2971	600036	5653
2972	600241	5451
2973	600436	5249
2974	600629	5047
2975	600826	4845
2976	601032	4643
2977	601236	4441
2978	601432	4239
2979	601635	4037
2980	601876	3836
2981	602079	3634
2982	602280	3432
2983	602483	3230
2984	602669	3028
2985	602878	2826
2986	603088	2624
2987	603286	2422
2988	603486	2220
2989	603689	2019
2990	603889	1817
2991	604094	1615
2992	604296	1413
2993	604496	1211
2994	604697	1009
2995	604876	807
2996	605072	605
2997	605276	403
2998	605472	201
2999	605656	0
